name,code,bank,product_type,sale_type,fund_type,issuer,risk_level,status,net_value,currency,min_amount,investor_scope,fee_standard,fee_method,notice_url,filing_number,fetch_time,source
招银理财颐养丰润十八月封闭10号增强型固定收益类理财计划,100102A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.012,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：投资者在封闭期内不得申购理财计划赎回费：无固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292190,Playwright
招银理财颐养丰润十八月封闭11号增强型固定收益类理财计划,100103A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0095,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：投资者在封闭期内不得申购理财计划赎回费：无固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292192,Playwright
招银理财招睿颐养丰润两年定开1号增强型固定收益类理财计划,100111,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0786,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.3%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292194,Playwright
招银理财招睿颐养丰润两年定开2号增强型固定收益类理财计划,100112,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.036,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.3%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292196,Playwright
招银理财招睿颐养丰润两年定开3号增强型固定收益类理财计划,100113,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0275,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.3%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292197,Playwright
招银理财招睿颐养丰润两年定开4号增强型固定收益类理财计划,100114,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0398,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.3%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292199,Playwright
招银理财招睿颐养丰润两年定开5号增强型固定收益类理财计划,100115A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0303,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.3%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292201,Playwright
招银理财招睿颐养丰润两年定开6号固定收益类理财计划,100116A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0411,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292204,Playwright
招银理财招睿颐养丰润两年定开6号固定收益类理财计划,100116B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0414,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292206,Playwright
招银理财招睿颐养丰润两年定开7号固定收益类理财计划,100117A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0268,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292209,Playwright
招银理财招睿颐养丰润两年定开7号固定收益类理财计划,100117B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.027,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292211,Playwright
招银理财招睿颐养丰润两年定开8号增强型固定收益类理财计划,100118A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0247,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292213,Playwright
招银理财招睿颐养丰润两年定开8号增强型固定收益类理财计划,100118B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0247,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292215,Playwright
招银理财招睿颐养丰润一年定开1号增强型固定收益类理财计划,100136,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0334,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292216,Playwright
招银理财招睿颐养丰润一年定开2号增强型固定收益类理财计划,100137,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0214,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292218,Playwright
招银理财招睿颐养丰润十四月定开1号固定收益类理财计划,100138,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0283,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292219,Playwright
招银理财招睿颐养丰润十四月定开2号固定收益类理财计划,100139A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0286,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292221,Playwright
招银理财招睿颐养丰润十四月定开3号固定收益类理财计划,100140A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0271,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292223,Playwright
招银理财招睿颐养丰润十四月定开4号固定收益类理财计划,100141A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0261,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292225,Playwright
代销招银理财招睿颐养丰润十四月定开4号固定收益类理财计划,100141B,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0261,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292226,Playwright
招银理财招睿颐养丰润十四月定开5号固定收益类理财计划,100142A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0326,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292232,Playwright
招银理财招睿颐养丰润十四月定开5号固定收益类理财计划,100142B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0324,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292233,Playwright
招银理财招睿颐养丰润十四月定开6号固定收益类理财计划,100143A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0178,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292235,Playwright
招银理财招睿颐养丰润十四月定开6号固定收益类理财计划,100143B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0179,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292237,Playwright
招银理财招睿颐养丰润十四月定开7号增强型固定收益类理财计划,100144A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0173,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292238,Playwright
招银理财招睿颐养丰润十四月定开7号增强型固定收益类理财计划,100144B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0175,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.15%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292240,Playwright
招银理财招睿颐养丰润十四月定开8号增强型固定收益类理财计划,100145A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0236,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.15%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292241,Playwright
招银理财招睿颐养丰润十四月定开8号增强型固定收益类理财计划,100145B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0237,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.15%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292243,Playwright
招银理财招睿颐养丰润十四月定开9号增强型固定收益类理财计划,100146A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0235,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292244,Playwright
招银理财招睿颐养丰润十四月定开9号增强型固定收益类理财计划,100146B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0235,人民币,400000.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.15%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292245,Playwright
招银理财招睿颐养丰润十四月定开10号增强型固定收益类理财计划,100147A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0264,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292248,Playwright
招银理财招睿颐养丰润十四月定开10号增强型固定收益类理财计划,100147B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0265,人民币,400000.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292250,Playwright
招银理财招睿颐养丰润三年定开1号增强型固定收益类理财计划,100151A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0532,人民币,100.0,遵循风险匹配原则,认购费：0.9%/笔，从认购金额中扣除申购费：0.9%/笔，从申购金额中扣除赎回费：不收取固定管理费：0.5%,认购费申购费赎回费固定管理费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292252,Playwright
招银理财招睿颐养丰润三年定开1号增强型固定收益类理财计划,100151C,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0357,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.5%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292254,Playwright
招银理财招睿颐养丰润三年定开2号增强型固定收益类理财计划,100152A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0424,人民币,100.0,遵循风险匹配原则,认购费：0.9%/笔，从认购金额中扣除申购费：0.9%/笔，从申购金额中扣除赎回费：不收取固定管理费：0.5%,认购费申购费赎回费固定管理费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292256,Playwright
招银理财招睿颐养丰润三年定开2号增强型固定收益类理财计划,100152C,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0264,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.5%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292258,Playwright
招银理财招睿颐养丰润十八月封闭1号固定收益类理财计划,100181A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0068,人民币,100.0,遵循风险匹配原则,认购费：不收取固定管理费：0.2%销售服务费：0.25%,认购费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292260,Playwright
招银理财颐养丰润十八月封闭7号增强型固定收益类理财计划,100187A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0122,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292264,Playwright
招银理财颐养丰润十八月封闭8号增强型固定收益类理财计划,100188A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0109,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：无固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292266,Playwright
招银理财颐养丰润十八月封闭9号增强型固定收益类理财计划,100189A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0114,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:33:05.292269,Playwright
